Type,AudioCategory,WWiseIdKey,WWiseIdValue,GroupName,AliasName,Comment
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Micro_Happy,2260366531,Robot_Vic_Sfx,Lift_Low_Down_Micro_Happy,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Micro_Neutral,2283478304,Robot_Vic_Sfx,Lift_Low_Down_Micro_Neutral,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Micro_Sad,287084245,Robot_Vic_Sfx,Lift_Low_Down_Micro_Sad,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Micro_Surprised,1141523238,Robot_Vic_Sfx,Lift_Low_Down_Micro_Surprised,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short,3093985234,Robot_Vic_Sfx,Lift_Low_Down_Short,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Angry,2479863996,Robot_Vic_Sfx,Lift_Low_Down_Short_Angry,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Curious,1414931093,Robot_Vic_Sfx,Lift_Low_Down_Short_Curious,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Effort,132583567,Robot_Vic_Sfx,Lift_Low_Down_Short_Effort,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Excited,1274137137,Robot_Vic_Sfx,Lift_Low_Down_Short_Excited,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Frustrated,1471648879,Robot_Vic_Sfx,Lift_Low_Down_Short_Frustrated,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Happy,172137521,Robot_Vic_Sfx,Lift_Low_Down_Short_Happy,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Neutral,966800958,Robot_Vic_Sfx,Lift_Low_Down_Short_Neutral,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Sad,3234757231,Robot_Vic_Sfx,Lift_Low_Down_Short_Sad,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Down_Short_Surprised,4046067132,Robot_Vic_Sfx,Lift_Low_Down_Short_Surprised,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Petting,1679049096,Robot_Vic_Sfx,Lift_Low_Petting,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Petting_Level_01,986578451,Robot_Vic_Sfx,Lift_Low_Petting_Level_01,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Petting_Level_02,986578448,Robot_Vic_Sfx,Lift_Low_Petting_Level_02,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Petting_Level_03,986578449,Robot_Vic_Sfx,Lift_Low_Petting_Level_03,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Petting_Level_04,986578454,Robot_Vic_Sfx,Lift_Low_Petting_Level_04,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long,1504093363,Robot_Vic_Sfx,Lift_Low_Up_Long,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Angry,2848354837,Robot_Vic_Sfx,Lift_Low_Up_Long_Angry,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Curious,2761943944,Robot_Vic_Sfx,Lift_Low_Up_Long_Curious,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Effort,2064774728,Robot_Vic_Sfx,Lift_Low_Up_Long_Effort,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Excited,3864910552,Robot_Vic_Sfx,Lift_Low_Up_Long_Excited,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Frustrated,283667500,Robot_Vic_Sfx,Lift_Low_Up_Long_Frustrated,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Happy,188806828,Robot_Vic_Sfx,Lift_Low_Up_Long_Happy,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Neutral,462327167,Robot_Vic_Sfx,Lift_Low_Up_Long_Neutral,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Sad,115102626,Robot_Vic_Sfx,Lift_Low_Up_Long_Sad,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Long_Surprised,1178998249,Robot_Vic_Sfx,Lift_Low_Up_Long_Surprised,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Angry,691440561,Robot_Vic_Sfx,Lift_Low_Up_Micro_Angry,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Curious,786259260,Robot_Vic_Sfx,Lift_Low_Up_Micro_Curious,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Effort,3075058068,Robot_Vic_Sfx,Lift_Low_Up_Micro_Effort,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Excited,2243648180,Robot_Vic_Sfx,Lift_Low_Up_Micro_Excited,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Frustrated,3619070000,Robot_Vic_Sfx,Lift_Low_Up_Micro_Frustrated,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Happy,2314843784,Robot_Vic_Sfx,Lift_Low_Up_Micro_Happy,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Neutral,3378562163,Robot_Vic_Sfx,Lift_Low_Up_Micro_Neutral,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Sad,2568042774,Robot_Vic_Sfx,Lift_Low_Up_Micro_Sad,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Micro_Surprised,1227477293,Robot_Vic_Sfx,Lift_Low_Up_Micro_Surprised,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short,1476560429,Robot_Vic_Sfx,Lift_Low_Up_Short,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Angry,2935023495,Robot_Vic_Sfx,Lift_Low_Up_Short_Angry,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Curious,3426944102,Robot_Vic_Sfx,Lift_Low_Up_Short_Curious,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Effort,513563746,Robot_Vic_Sfx,Lift_Low_Up_Short_Effort,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Excited,1055092370,Robot_Vic_Sfx,Lift_Low_Up_Short_Excited,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Frustrated,981978318,Robot_Vic_Sfx,Lift_Low_Up_Short_Frustrated,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Happy,1459158754,Robot_Vic_Sfx,Lift_Low_Up_Short_Happy,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Neutral,2670668813,Robot_Vic_Sfx,Lift_Low_Up_Short_Neutral,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Sad,528990036,Robot_Vic_Sfx,Lift_Low_Up_Short_Sad,
Event,,Play__Robot_Vic_Sfx__Lift_Low_Up_Short_Surprised,1847993487,Robot_Vic_Sfx,Lift_Low_Up_Short_Surprised,
Event,,Play__Robot_Vic_Sfx__Lift_Up_Long,1498450824,Robot_Vic_Sfx,Lift_Up_Long,
Event,,Play__Robot_Vic_Sfx__Lift_Up_Short,1322012872,Robot_Vic_Sfx,Lift_Up_Short,
Event,,Play__Robot_Vic_Sfx__Look_At_Device,3404666410,Robot_Vic_Sfx,Look_At_Device,
Event,,Play__Robot_Vic_Sfx__No_Wifi,2510834985,Robot_Vic_Sfx,No_Wifi,
Event,,Play__Robot_Vic_Sfx__No_Wifi_Icon,3995516895,Robot_Vic_Sfx,No_Wifi_Icon,
Event,,Play__Robot_Vic_Sfx__No_Wifi_Icon_End,624164417,Robot_Vic_Sfx,No_Wifi_Icon_End,
Event,,Play__Robot_Vic_Sfx__No_Wifi_Icon_Glitch,205416233,Robot_Vic_Sfx,No_Wifi_Icon_Glitch,
Event,,Play__Robot_Vic_Sfx__No_Wifi_Low_Warning,2895150215,Robot_Vic_Sfx,No_Wifi_Low_Warning,
Event,,Play__Robot_Vic_Sfx__Onboarding_Power_On_Eyes_Open,1399502169,Robot_Vic_Sfx,Onboarding_Power_On_Eyes_Open,
Event,,Play__Robot_Vic_Sfx__Onboarding_Power_On_Initialize,384504930,Robot_Vic_Sfx,Onboarding_Power_On_Initialize,
Event,,Play__Robot_Vic_Sfx__Petting_Level_01,2369271908,Robot_Vic_Sfx,Petting_Level_01,
Event,,Play__Robot_Vic_Sfx__Petting_Level_02,2369271911,Robot_Vic_Sfx,Petting_Level_02,
Event,,Play__Robot_Vic_Sfx__Petting_Level_03,2369271910,Robot_Vic_Sfx,Petting_Level_03,
Event,,Play__Robot_Vic_Sfx__Petting_Level_04,2369271905,Robot_Vic_Sfx,Petting_Level_04,
Event,,Play__Robot_Vic_Sfx__Planning_Loop_Play,284488955,Robot_Vic_Sfx,Planning_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Power_Off,2655837071,Robot_Vic_Sfx,Power_Off,
Event,,Play__Robot_Vic_Sfx__Power_Off_End,1545176977,Robot_Vic_Sfx,Power_Off_End,
Event,,Play__Robot_Vic_Sfx__Power_On,2179926555,Robot_Vic_Sfx,Power_On,
Event,,Play__Robot_Vic_Sfx__Purr_Increase_Level,2071056089,Robot_Vic_Sfx,Purr_Increase_Level,
Event,,Play__Robot_Vic_Sfx__Purr_Loop_Play,3953422061,Robot_Vic_Sfx,Purr_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Scan_Face_Fail,152409978,Robot_Vic_Sfx,Scan_Face_Fail,
Event,,Play__Robot_Vic_Sfx__Scan_Face_Loop_Play,3711429789,Robot_Vic_Sfx,Scan_Face_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Scan_Face_Success,1554373331,Robot_Vic_Sfx,Scan_Face_Success,
Event,,Play__Robot_Vic_Sfx__Scan_Loop_Play,203477807,Robot_Vic_Sfx,Scan_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Scan_One_Shot,2955541383,Robot_Vic_Sfx,Scan_One_Shot,
Event,,Play__Robot_Vic_Sfx__Scrn_Angry,2459769158,Robot_Vic_Sfx,Scrn_Angry,
Event,,Play__Robot_Vic_Sfx__Scrn_Angry_Long,1964410187,Robot_Vic_Sfx,Scrn_Angry_Long,
Event,,Play__Robot_Vic_Sfx__Scrn_Angry_Short,2385293445,Robot_Vic_Sfx,Scrn_Angry_Short,
Event,,Play__Robot_Vic_Sfx__Scrn_Curious,2558890771,Robot_Vic_Sfx,Scrn_Curious,
Event,,Play__Robot_Vic_Sfx__Scrn_Curious_Long,1102367108,Robot_Vic_Sfx,Scrn_Curious_Long,
Event,,Play__Robot_Vic_Sfx__Scrn_Curious_Short,1350709836,Robot_Vic_Sfx,Scrn_Curious_Short,
Event,,Play__Robot_Vic_Sfx__Scrn_Happy,2349381079,Robot_Vic_Sfx,Scrn_Happy,
Event,,Play__Robot_Vic_Sfx__Scrn_Happy_Long,2955397640,Robot_Vic_Sfx,Scrn_Happy_Long,
Event,,Play__Robot_Vic_Sfx__Scrn_Happy_Short,2208543816,Robot_Vic_Sfx,Scrn_Happy_Short,
Event,,Play__Robot_Vic_Sfx__Scrn_Neutral,3132507500,Robot_Vic_Sfx,Scrn_Neutral,
Event,,Play__Robot_Vic_Sfx__Scrn_Neutral_Long,1883414229,Robot_Vic_Sfx,Scrn_Neutral_Long,
Event,,Play__Robot_Vic_Sfx__Scrn_Neutral_Short,1752486067,Robot_Vic_Sfx,Scrn_Neutral_Short,
Event,,Play__Robot_Vic_Sfx__Scrn_Procedural_Blink,67389845,Robot_Vic_Sfx,Scrn_Procedural_Blink,
Event,,Play__Robot_Vic_Sfx__Scrn_Procedural_Shift,146478435,Robot_Vic_Sfx,Scrn_Procedural_Shift,
Event,,Play__Robot_Vic_Sfx__Scrn_Procedural_Squint,2091194049,Robot_Vic_Sfx,Scrn_Procedural_Squint,
Event,,Play__Robot_Vic_Sfx__Scrn_Sad,2699760977,Robot_Vic_Sfx,Scrn_Sad,
Event,,Play__Robot_Vic_Sfx__Scrn_Sad_Long,1380232790,Robot_Vic_Sfx,Scrn_Sad_Long,
Event,,Play__Robot_Vic_Sfx__Scrn_Sad_Short,3594885818,Robot_Vic_Sfx,Scrn_Sad_Short,
Event,,Play__Robot_Vic_Sfx__Scrn_Surprised,1528281890,Robot_Vic_Sfx,Scrn_Surprised,
Event,,Play__Robot_Vic_Sfx__Scrn_Surprised_Long,3223693447,Robot_Vic_Sfx,Scrn_Surprised_Long,
Event,,Play__Robot_Vic_Sfx__Scrn_Surprised_Short,4031777881,Robot_Vic_Sfx,Scrn_Surprised_Short,
Event,,Play__Robot_Vic_Sfx__Snore,3717200567,Robot_Vic_Sfx,Snore,
Event,,Play__Robot_Vic_Sfx__Speaker_Test_01,252118154,Robot_Vic_Sfx,Speaker_Test_01,
Event,,Play__Robot_Vic_Sfx__Speaker_Test_02,252118153,Robot_Vic_Sfx,Speaker_Test_02,
Event,,Play__Robot_Vic_Sfx__Speaker_Test_03,252118152,Robot_Vic_Sfx,Speaker_Test_03,
Event,,Play__Robot_Vic_Sfx__Speaker_Test_04,252118159,Robot_Vic_Sfx,Speaker_Test_04,
Event,,Play__Robot_Vic_Sfx__Speaker_Test_05,252118158,Robot_Vic_Sfx,Speaker_Test_05,
Event,,Play__Robot_Vic_Sfx__Speaker_Test_06,252118157,Robot_Vic_Sfx,Speaker_Test_06,
Event,,Play__Robot_Vic_Sfx__Timer_Alarm,3327244935,Robot_Vic_Sfx,Timer_Alarm,
Event,,Play__Robot_Vic_Sfx__Timer_Alarm_Build,2609931602,Robot_Vic_Sfx,Timer_Alarm_Build,
Event,,Play__Robot_Vic_Sfx__Timer_Alarm_Start,139550890,Robot_Vic_Sfx,Timer_Alarm_Start,
Event,,Play__Robot_Vic_Sfx__Timer_Beep,2315630444,Robot_Vic_Sfx,Timer_Beep,
Event,,Play__Robot_Vic_Sfx__Timer_Cancel,1284632326,Robot_Vic_Sfx,Timer_Cancel,
Event,,Play__Robot_Vic_Sfx__Timer_Countdown,1379596305,Robot_Vic_Sfx,Timer_Countdown,
Event,,Play__Robot_Vic_Sfx__Timer_End,1848638287,Robot_Vic_Sfx,Timer_End,
Event,,Play__Robot_Vic_Sfx__Timer_Run_Down_Loop_Play,1559136524,Robot_Vic_Sfx,Timer_Run_Down_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Timer_Set,2198114280,Robot_Vic_Sfx,Timer_Set,
Event,,Play__Robot_Vic_Sfx__Touch_React,1078700783,Robot_Vic_Sfx,Touch_React,
Event,,Play__Robot_Vic_Sfx__Tread_Angry,4159310964,Robot_Vic_Sfx,Tread_Angry,
Event,,Play__Robot_Vic_Sfx__Tread_Angry_Long,1909472813,Robot_Vic_Sfx,Tread_Angry_Long,
Event,,Play__Robot_Vic_Sfx__Tread_Curious,1363830477,Robot_Vic_Sfx,Tread_Curious,
Event,,Play__Robot_Vic_Sfx__Tread_Curious_Long,1842808354,Robot_Vic_Sfx,Tread_Curious_Long,
Event,,Play__Robot_Vic_Sfx__Tread_Happy,3894118537,Robot_Vic_Sfx,Tread_Happy,
Event,,Play__Robot_Vic_Sfx__Tread_Happy_Long,123523358,Robot_Vic_Sfx,Tread_Happy_Long,
Event,,Play__Robot_Vic_Sfx__Tread_Loop_Play,3369051132,Robot_Vic_Sfx,Tread_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Tread_Sad,4014518887,Robot_Vic_Sfx,Tread_Sad,
Event,,Play__Robot_Vic_Sfx__Tread_Sad_Long,1193798168,Robot_Vic_Sfx,Tread_Sad_Long,
Event,,Play__Robot_Vic_Sfx__Tread_Surprised,2871689124,Robot_Vic_Sfx,Tread_Surprised,
Event,,Play__Robot_Vic_Sfx__Tread_Surprised_Long,3504133917,Robot_Vic_Sfx,Tread_Surprised_Long,
Event,,Play__Robot_Vic_Sfx__Wake_Word_Fail,1241549428,Robot_Vic_Sfx,Wake_Word_Fail,
Event,,Play__Robot_Vic_Sfx__Wake_Word_Off,76586799,Robot_Vic_Sfx,Wake_Word_Off,
Event,,Play__Robot_Vic_Sfx__Wake_Word_On,1532745019,Robot_Vic_Sfx,Wake_Word_On,
Event,,Play__Robot_Vic_Sfx__Wake_Word_On_No_Vo,1601827987,Robot_Vic_Sfx,Wake_Word_On_No_Vo,
Event,,Play__Robot_Vic_Sfx__Wake_Word_Success,286038569,Robot_Vic_Sfx,Wake_Word_Success,
Event,,Play__Robot_Vic_Sfx__Weather_Cloudy,3767391969,Robot_Vic_Sfx,Weather_Cloudy,
Event,,Play__Robot_Vic_Sfx__Weather_Cloudy_Loop_Play,2534835295,Robot_Vic_Sfx,Weather_Cloudy_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Weather_Cold,4042659783,Robot_Vic_Sfx,Weather_Cold,
Event,,Play__Robot_Vic_Sfx__Weather_Rain,300132915,Robot_Vic_Sfx,Weather_Rain,
Event,,Play__Robot_Vic_Sfx__Weather_Rain_Loop_Play,3280936841,Robot_Vic_Sfx,Weather_Rain_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Weather_Snow,3217099864,Robot_Vic_Sfx,Weather_Snow,
Event,,Play__Robot_Vic_Sfx__Weather_Snow_Loop_Play,974206674,Robot_Vic_Sfx,Weather_Snow_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Weather_Stars,434655980,Robot_Vic_Sfx,Weather_Stars,
Event,,Play__Robot_Vic_Sfx__Weather_Stars_Loop_Play,2377233766,Robot_Vic_Sfx,Weather_Stars_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Weather_Sunny,2057988846,Robot_Vic_Sfx,Weather_Sunny,
Event,,Play__Robot_Vic_Sfx__Weather_Thunder,1518602369,Robot_Vic_Sfx,Weather_Thunder,
Event,,Play__Robot_Vic_Sfx__Weather_Thunder_Loop_Play,4059986303,Robot_Vic_Sfx,Weather_Thunder_Loop_Play,
Event,,Play__Robot_Vic_Sfx__Weather_Thunder_Strike,862850170,Robot_Vic_Sfx,Weather_Thunder_Strike,
Event,,Play__Robot_Vic_Sfx__Weather_Windy,2756642540,Robot_Vic_Sfx,Weather_Windy,
Event,,Play__Robot_Vic_Sfx__Weather_Windy_Eye_Flyoff,3679685607,Robot_Vic_Sfx,Weather_Windy_Eye_Flyoff,
Event,,Play__Robot_Vic_Sfx__Weather_Windy_Loop_Play,3292531046,Robot_Vic_Sfx,Weather_Windy_Loop_Play,
Event,,Play__Robot_Vic_Vo__React_Affirmative,2433936408,Robot_Vic_Vo,React_Affirmative,
Event,,Play__Robot_Vic_Vo__React_Curious,1448505674,Robot_Vic_Vo,React_Curious,
Event,,Play__Robot_Vic_Vo__React_Curious_Short,3797167345,Robot_Vic_Vo,React_Curious_Short,
Event,,Play__Robot_Vic_Vo__React_Happy,42102062,Robot_Vic_Vo,React_Happy,
Event,,Play__Robot_Vic_Vo__React_Plaintive,1628182670,Robot_Vic_Vo,React_Plaintive,
Event,,Play__Robot_Vic_Vo__React_Sad,996939768,Robot_Vic_Vo,React_Sad,
Event,,Play__Robot_Vic_Vo__React_Surprised,3602654771,Robot_Vic_Vo,React_Surprised,
Event,,Play__Robot_Vic_Vo__React_Wake_Word,3499138811,Robot_Vic_Vo,React_Wake_Word,
Event,,Play__Robot_Vic_Vo__React_Wake_Word_Surprised,515534641,Robot_Vic_Vo,React_Wake_Word_Surprised,
Event,,Play__Robot_Vic_Vo__Temp_Fist_Bump,1376298574,Robot_Vic_Vo,Temp_Fist_Bump,
Event,,Play__Robot_Vic__External_Voice_Message,3168753800,Robot_Vic,External_Voice_Message,
Event,,Play__Robot_Vic__External_Voice_Text,2774572774,Robot_Vic,External_Voice_Text,
Event,,Stop__Robot_Vic_Sfx__Attention_Device_Loop_Stop,2479504035,Robot_Vic_Sfx,Attention_Device_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Camera_Charge_Stop,3169780311,Robot_Vic_Sfx,Camera_Charge_Stop,
Event,,Stop__Robot_Vic_Sfx__Concentrate_Loop_Stop,1731537112,Robot_Vic_Sfx,Concentrate_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Dsp_Loop_Stop,816586909,Robot_Vic_Sfx,Dsp_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Head_Loop_Stop,797290054,Robot_Vic_Sfx,Head_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Head_Mood,3271727348,Robot_Vic_Sfx,Head_Mood,
Event,,Stop__Robot_Vic_Sfx__Knowledge_Graph_Listening_Loop_Stop,3712102539,Robot_Vic_Sfx,Knowledge_Graph_Listening_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Knowledge_Graph_Loop_Stop,3927586993,Robot_Vic_Sfx,Knowledge_Graph_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Knowledge_Graph_Searching_Loop_Stop,2075720120,Robot_Vic_Sfx,Knowledge_Graph_Searching_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Lift_High_Mood,2505487592,Robot_Vic_Sfx,Lift_High_Mood,
Event,,Stop__Robot_Vic_Sfx__Lift_Loop_Stop,736173087,Robot_Vic_Sfx,Lift_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Lift_Low_Mood,995491386,Robot_Vic_Sfx,Lift_Low_Mood,
Event,,Stop__Robot_Vic_Sfx__Planning_Loop_Stop,2420361307,Robot_Vic_Sfx,Planning_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Purr_Loop_Stop,3624594237,Robot_Vic_Sfx,Purr_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Scan_Face_Loop_Stop,670694969,Robot_Vic_Sfx,Scan_Face_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Scan_Loop_Stop,3329286691,Robot_Vic_Sfx,Scan_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Timer_Run_Down_Loop_Stop,2920632256,Robot_Vic_Sfx,Timer_Run_Down_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Tread_Loop_Stop,990175872,Robot_Vic_Sfx,Tread_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Weather_Cloudy_Loop_Stop,3321669267,Robot_Vic_Sfx,Weather_Cloudy_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Weather_Rain_Loop_Stop,4045946869,Robot_Vic_Sfx,Weather_Rain_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Weather_Snow_Loop_Stop,2502605234,Robot_Vic_Sfx,Weather_Snow_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Weather_Stars_Loop_Stop,3863686742,Robot_Vic_Sfx,Weather_Stars_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Weather_Thunder_Loop_Stop,1325430319,Robot_Vic_Sfx,Weather_Thunder_Loop_Stop,
Event,,Stop__Robot_Vic_Sfx__Weather_Windy_Loop_Stop,1678900650,Robot_Vic_Sfx,Weather_Windy_Loop_Stop,
